Airline,FlightNumber,Origin,Op. days,Equipment,Service type,Seats,Departure time,Hub time,Arrival time,Seats,Service type,Equipment,Op. days,Arrival,FlightNumber,Airline
IX,2980,TRV,1   5 7,7M8,J,567,07:05:00,08:25:00,,,,,,,,
6E,5296,BOM,1  4 6 ,32Q,J,660,06:30:00,08:25:00,,,,,,,,
IX,1692,COK,1234567,7M8,J,1232,07:10:00,08:25:00,,,,,,,,
IX,2980,TRV,4,738,J,186,07:05:00,08:25:00,,,,,,,,
6E,5296,BOM, 23 5 7,32Q,J,880,06:30:00,08:25:00,,,,,,,,
IX,2980,TRV,2,738,J,186,07:05:00,08:25:00,,,,,,,,
IX,2980,TRV,  3  67,738,J,378,07:05:00,08:25:00,,,,,,,,
,,,,,,,,08:25:00,11:00:00,1302,J,32N,1234567,PAT,6801,6E
,,,,,,,,08:25:00,09:50:00,1302,J,32N,1234567,HYD,2935,IX
,,,,,,,,08:30:00,10:20:00,1302,J,32N,1234567,NAG,2097,IX
6E,391,PNQ,1234567,32Q,J,1624,06:40:00,08:30:00,,,,,,,,
,,,,,,,,08:30:00,10:15:00,1540,J,32Q,1234567,BOM,5051,6E
AI,2603,BOM,1234567,32N,J,1148,06:35:00,08:35:00,,,,,,,,
,,,,,,,,08:35:00,10:45:00,1624,J,32Q,1234567,AMD,6545,6E
6E,249,GOI,6,32N,J,186,07:15:00,08:35:00,,,,,,,,
6E,2085,NMI,1234567,32N,J,1302,07:10:00,08:35:00,,,,,,,,
IX,2786,MAA,1234567,7M8,J,1232,07:25:00,08:35:00,,,,,,,,
6E,2314,DEL, 2  5 7,32Q,J,660,05:45:00,08:40:00,,,,,,,,
6E,373,JAI,1234567,32Q,J,1160,06:10:00,08:40:00,,,,,,,,
6E,2314,DEL,1 34 6 ,32Q,J,880,05:45:00,08:40:00,,,,,,,,
,,,,,,,,08:40:00,09:50:00,1232,J,7M8,1234567,MAA,2926,IX
6E,373,JAI,1234567,32Q,J,464,06:25:00,08:40:00,,,,,,,,
,,,,,,,,08:40:00,09:55:00,180,J,320,7,COK,1893,IX
,,,,,,,,08:40:00,09:55:00,186,J,738,3,COK,1893,IX
,,,,,,,,08:40:00,09:55:00,890,J,7M8,12 456 ,COK,1893,IX
,,,,,,,,08:40:00,10:50:00,1302,J,32N,1234567,AMD,2013,IX
,,,,,,,,08:45:00,11:30:00,1323,J,73H,1234567,PAT,672,SG
,,,,,,,,08:45:00,10:15:00,528,J,E75,123456,NDC,183,S5
6E,153,CCJ,1234567,32N,J,1302,07:45:00,08:45:00,,,,,,,,
IX,942,JED,1,7M8,J,189,00:10:00,08:50:00,,,,,,,,
EK,564,DXB,567,77W,J,1080,03:20:00,08:50:00,,,,,,,,
QP,2001,NMI,1234567,7M8,J,1295,07:20:00,08:50:00,,,,,,,,
EK,564,DXB,1234,77W,J,1416,03:20:00,08:50:00,,,,,,,,
,,,,,,,,08:50:00,12:00:00,744,J,32N,12 4 6 ,IXJ,6495,6E
AI,2409,DEL,1234567,32N,J,1148,06:00:00,08:55:00,,,,,,,,
,,,,,,,,08:55:00,11:05:00,1232,J,7M8,1234567,BBI,1486,IX
,,,,,,,,09:00:00,10:05:00,1323,J,738,1234567,CCJ,1489,IX
UL,1173,CMB,6,32B,J,188,07:35:00,09:00:00,,,,,,,,
UL,1173,CMB,5,32A,J,150,07:35:00,09:00:00,,,,,,,,
UL,1173,CMB,4,320,J,136,07:35:00,09:00:00,,,,,,,,
,,,,,,,,09:00:00,12:00:00,1148,J,32N,1234567,DEL,2868,AI
,,,,,,,,09:05:00,10:30:00,558,J,32N,1  4 6 ,CMB,1167,6E
IX,942,JED,5,7M8,J,189,00:25:00,09:05:00,,,,,,,,
,,,,,,,,09:05:00,10:30:00,744,J,32N, 23 5 7,CMB,1167,6E
,,,,,,,,09:05:00,11:25:00,1302,J,32N,1234567,VNS,6558,6E
6E,771,CCU,1234567,32Q,J,1624,06:30:00,09:10:00,,,,,,,,
,,,,,,,,09:10:00,12:00:00,378,J,738,  3  67,IXB,2892,IX
,,,,,,,,09:10:00,12:00:00,567,J,7M8,1   5 7,IXB,2892,IX
WY,281,MCT,1 3 5 7,738,J,648,04:00:00,09:10:00,,,,,,,,
IX,1958,CNN,1234567,7M8,J,1323,08:00:00,09:10:00,,,,,,,,
IX,942,JED,2,7M8,J,189,00:30:00,09:10:00,,,,,,,,
QP,1312,PNQ,1234567,7M8,J,1295,07:25:00,09:10:00,,,,,,,,
,,,,,,,,09:10:00,12:00:00,186,J,738,4,IXB,2892,IX
,,,,,,,,09:15:00,12:25:00,1232,J,7M8,1234567,GAU,2931,IX
,,,,,,,,09:15:00,11:15:00,1148,J,32N,1234567,BOM,2604,AI
,,,,,,,,09:15:00,10:30:00,1624,J,32Q,1234567,HYD,312,6E
6E,249,GOI,3,32N,J,186,07:55:00,09:20:00,,,,,,,,
S5,160,IXX,1234567,E75,J,532,08:05:00,09:20:00,,,,,,,,
6E,249,GOI,7,32N,J,186,07:55:00,09:20:00,,,,,,,,
6E,249,GOI, 2 45  ,32N,J,558,07:55:00,09:20:00,,,,,,,,
6E,249,GOI,1,32N,J,186,07:55:00,09:20:00,,,,,,,,
,,,,,,,,09:20:00,10:55:00,1302,J,32N,1234567,NMI,2086,6E
,,,,,,,,09:20:00,11:45:00,1232,J,7M8,1234567,IXR,2786,IX
,,,,,,,,09:20:00,12:10:00,1302,J,32N,1234567,HDO,2518,6E
,,,,,,,,09:20:00,15:05:00,1295,J,7M8,1234567,HKT,623,QP
,,,,,,,,09:25:00,12:20:00,372,J,32N,   4 6 ,IXA,524,6E
6E,701,IDR,1234567,32N,J,1302,07:20:00,09:25:00,,,,,,,,
,,,,,,,,09:25:00,12:20:00,558,J,32N,1 3   7,IXA,524,6E
IX,2019,HYD,1234567,7M8,J,1134,08:05:00,09:25:00,,,,,,,,
AI,2803,DEL,1234567,32N,J,1148,06:30:00,09:25:00,,,,,,,,
,,,,,,,,09:25:00,12:20:00,372,J,32N, 2  5  ,IXA,524,6E
,,,,,,,,09:30:00,12:30:00,1540,J,32Q,1234567,DEL,830,6E
,,,,,,,,09:30:00,11:00:00,88,J,E75,7,NDC,183,S5
6E,151,HYD,1234567,32Q,J,1624,08:05:00,09:30:00,,,,,,,,
6E,475,CJB,1234567,32Q,J,1624,08:30:00,09:30:00,,,,,,,,
6E,7233,HBX,1234567,AT7,J,546,08:10:00,09:35:00,,,,,,,,
,,,,,,,,09:35:00,12:05:00,1624,J,32Q,1234567,JAI,415,6E
6E,7245,TRZ,  3  67,AT7,J,234,08:25:00,09:40:00,,,,,,,,
6E,7245,TRZ,12 45  ,AT7,J,312,08:25:00,09:40:00,,,,,,,,
6E,231,LKO,1234567,32N,J,1302,07:05:00,09:40:00,,,,,,,,
,,,,,,,,09:40:00,12:15:00,1295,J,7M8,1234567,DBR,1513,QP
IX,2923,IXE,1 3 5 7,7M8,J,712,08:40:00,09:45:00,,,,,,,,
,,,,,,,,09:45:00,13:00:00,370,J,7M8,1  4   ,GAU,1323,QP
IX,2923,IXE, 2 4 6 ,7M8,J,534,08:40:00,09:45:00,,,,,,,,
IX,2065,VTZ,1234567,7M8,J,1232,08:00:00,09:45:00,,,,,,,,
6E,542,IXE,1234567,32Q,J,1624,08:45:00,09:50:00,,,,,,,,
,,,,,,,,09:50:00,10:40:00,532,J,E75,1234567,VDY,701,S5
,,,,,,,,09:50:00,12:30:00,1288,J,7M8,1234567,PAT,2816,IX
,,,,,,,,09:55:00,12:00:00,648,J,738,1 3 5 7,MCT,282,WY
6E,5193,BOM,1234567,32Q,J,1624,08:05:00,09:55:00,,,,,,,,
AI,2815,DEL,1234567,32N,J,1148,07:00:00,09:55:00,,,,,,,,
,,,,,,,,10:00:00,11:25:00,188,J,32B,6,CMB,1174,UL
,,,,,,,,10:00:00,11:25:00,136,J,320,4,CMB,1174,UL
6E,810,DEL, 2  5 7,32Q,J,660,07:05:00,10:00:00,,,,,,,,
,,,,,,,,10:00:00,13:00:00,1148,J,32N,1234567,DEL,2804,AI
,,,,,,,,10:00:00,12:05:00,1540,J,32Q,1234567,BOM,5237,6E
SV,0866,JED,1 3  67,333,J,1172,01:40:00,10:00:00,,,,,,,,
,,,,,,,,10:00:00,12:40:00,972,J,7M8,12 4567,LKO,1480,IX
6E,810,DEL,1 34 6 ,32Q,J,880,07:05:00,10:00:00,,,,,,,,
IX,2915,NMI,1234567,7M8,J,1232,08:25:00,10:00:00,,,,,,,,
,,,,,,,,10:00:00,15:40:00,1302,J,32N,1234567,BKK,882,IX
,,,,,,,,10:00:00,11:25:00,150,J,32A,5,CMB,1174,UL
,,,,,,,,10:05:00,12:40:00,1323,J,7M8,1234567,JAI,1494,IX
6E,6815,MAA,1234567,32Q,J,1624,08:55:00,10:05:00,,,,,,,,
IX,1487,MAA,1234567,7M8,J,1323,08:55:00,10:05:00,,,,,,,,
AI,2851,BOM,1234567,32N,J,1148,07:55:00,10:05:00,,,,,,,,
QP,1362,COK,1  4   ,7M8,J,370,09:00:00,10:10:00,,,,,,,,
QP,1143,BOM,2,7M8,J,185,08:20:00,10:10:00,,,,,,,,
,,,,,,,,10:10:00,11:35:00,546,J,AT7,1234567,IXM,7527,6E
,,,,,,,,10:10:00,11:05:00,546,J,AT7,1234567,TIR,7737,6E
,,,,,,,,10:10:00,12:20:00,1624,J,32Q,1234567,JRG,6059,6E
,,,,,,,,10:10:00,11:15:00,234,J,AT7, 2 4 6 ,KJB,7176,6E
,,,,,,,,10:15:00,11:30:00,1302,J,32N,1234567,HYD,537,6E
,,,,,,,,10:15:00,13:10:00,232,J,32Q,3,LKO,503,6E
,,,,,,,,10:15:00,12:35:00,696,J,32Q,1    67,CCU,503,6E
,,,,,,,,10:15:00,12:50:00,696,J,32Q, 2 45  ,LKO,503,6E
6E,1056,BKK,1234567,32Q,J,1540,08:05:00,10:15:00,,,,,,,,
IX,1506,VGA,1234567,7M8,J,1232,09:00:00,10:15:00,,,,,,,,
,,,,,,,,10:20:00,13:05:00,162,J,7M8,3,LKO,1405,IX
6E,7257,IXM,1234567,AT7,J,546,09:00:00,10:20:00,,,,,,,,
,,,,,,,,10:20:00,17:40:00,1302,J,32N,1234567,SIN,1091,6E
IX,5312,CCJ,1 3 5 7,7M8,J,712,09:15:00,10:25:00,,,,,,,,
,,,,,,,,10:25:00,11:30:00,1302,J,32N,1234567,COK,6445,6E
SQ,508,SIN,1,359,J,303,08:40:00,10:25:00,,,,,,,,
SQ,508,SIN,456,359,J,909,08:40:00,10:25:00,,,,,,,,
6E,7286,IXG,1234567,AT7,J,546,08:50:00,10:25:00,,,,,,,,
SQ,508,SIN,7,359,J,303,08:40:00,10:25:00,,,,,,,,
,,,,,,,,10:25:00,13:35:00,1323,J,7M8,1234567,IXC,1498,IX
,,,,,,,,10:30:00,12:45:00,1416,J,77W,1234,DXB,565,EK
,,,,,,,,10:30:00,12:35:00,1148,J,32N,1234567,BOM,2852,AI
6E,661,TRV,1234567,32Q,J,1624,09:10:00,10:30:00,,,,,,,,
,,,,,,,,10:30:00,12:45:00,1080,J,77W,567,DXB,565,EK
IC,5401,NDC,1234567,AT7,J,504,08:40:00,10:30:00,,,,,,,,
,,,,,,,,10:30:00,11:50:00,1624,J,32Q,1234567,TRV,6144,6E
,,,,,,,,10:30:00,13:55:00,1134,J,7M8,1234567,KTM,874,IX
6E,7203,VGA,1234567,AT7,J,546,08:40:00,10:35:00,,,,,,,,
6E,6009,STV,2,32N,J,186,08:40:00,10:35:00,,,,,,,,
6E,6009,STV,1   5 7,32N,J,558,08:40:00,10:35:00,,,,,,,,
6E,7574,CJB,1234567,AT7,J,546,09:25:00,10:40:00,,,,,,,,
SQ,508,SIN,2,7M8,J,154,08:40:00,10:40:00,,,,,,,,
SQ,508,SIN,3,7M8,J,154,08:40:00,10:40:00,,,,,,,,
QP,1129,BOM,3,7M8,J,185,08:45:00,10:40:00,,,,,,,,
,,,,,,,,10:40:00,11:50:00,712,J,7M8,1 3 5 7,GOX,1502,IX
,,,,,,,,10:40:00,11:50:00,528,J,7M8, 2 4 6 ,GOX,1502,IX
,,,,,,,,10:40:00,11:45:00,1624,J,32Q,1234567,GOX,6583,6E
6E,393,BHO,1234567,32Q,J,1624,08:40:00,10:45:00,,,,,,,,
,,,,,,,,10:45:00,12:05:00,1232,J,7M8,1234567,HYD,1501,IX
,,,,,,,,10:45:00,13:35:00,1540,J,32Q,1234567,DEL,175,6E
6E,823,AMD,1234567,32N,J,1302,08:20:00,10:45:00,,,,,,,,
,,,,,,,,10:50:00,11:55:00,78,J,AT7,7,SXV,7917,6E
MH,104,KUL,  3  67,73H,J,348,09:00:00,10:50:00,,,,,,,,
,,,,,,,,10:50:00,11:45:00,1624,J,32Q,1234567,MAA,904,6E
6E,6066,HYD,1234567,32N,J,1302,09:35:00,10:55:00,,,,,,,,
,,,,,,,,10:55:00,14:30:00,1323,J,7M8,1234567,SXR,1385,IX
6E,6535,COK,1234567,32Q,J,1624,09:40:00,10:55:00,,,,,,,,
AI,2651,DEL,1,32N,J,164,08:00:00,10:55:00,,,,,,,,
AI,2651,DEL,234,321,J,564,08:00:00,10:55:00,,,,,,,,
,,,,,,,,10:55:00,12:10:00,234,J,AT7, 2 4 6 ,TRZ,7711,6E
,,,,,,,,10:55:00,12:35:00,546,J,AT7,1234567,VGA,7071,6E
,,,,,,,,11:00:00,14:00:00,656,J,32N,1234,DEL,2406,AI
QP,1512,BBI,1234567,7M8,J,1295,08:45:00,11:00:00,,,,,,,,
6E,6142,JAI,1234567,32Q,J,1624,08:35:00,11:00:00,,,,,,,,
6E,496,CCU,1234567,32Q,J,1624,08:20:00,11:00:00,,,,,,,,
,,,,,,,,11:00:00,12:50:00,504,J,AT7,1234567,NDC,5402,IC
,,,,,,,,11:00:00,14:00:00,492,J,32N,567,DEL,2406,AI
,,,,,,,,11:05:00,12:50:00,546,J,AT7,1234567,TCR,7735,6E
,,,,,,,,11:05:00,12:30:00,312,J,AT7,  34 67,IXM,7577,6E
,,,,,,,,11:05:00,12:45:00,1624,J,32Q,1234567,SAG,574,6E
6E,6799,IXR,1234567,32N,J,1302,08:40:00,11:05:00,,,,,,,,
6E,873,DEL,1 34 67,32Q,J,1100,08:20:00,11:10:00,,,,,,,,
IC,5301,SDW,1234567,AT7,J,504,09:20:00,11:10:00,,,,,,,,
6E,873,DEL, 2  5  ,32Q,J,440,08:20:00,11:10:00,,,,,,,,
,,,,,,,,11:10:00,12:30:00,234,J,AT7,12  5  ,IXM,7577,6E
,,,,,,,,11:10:00,14:10:00,1232,J,7M8,1234567,DED,1506,IX
,,,,,,,,11:10:00,14:05:00,1295,J,7M8,1234567,GOP,1880,QP
IX,2362,GWL, 2 4 6 ,7M8,J,528,08:35:00,11:15:00,,,,,,,,
6E,6634,IXC,1234567,32N,J,1302,08:10:00,11:15:00,,,,,,,,
,,,,,,,,11:15:00,13:35:00,744,J,32N,12  5 7,IXD,6531,6E
AI,427,DEL,1 3456 ,788,J,1295,08:30:00,11:20:00,,,,,,,,
,,,,,,,,11:20:00,13:10:00,185,J,7M8,3,BOM,1130,QP
,,,,,,,,11:25:00,13:55:00,1302,J,32N,1234567,RDP,508,6E
,,,,,,,,11:25:00,14:10:00,558,J,32N, 2 4  7,BEK,331,6E
,,,,,,,,11:25:00,14:35:00,1172,J,333,1 3  67,JED,0867,SV
,,,,,,,,11:30:00,13:20:00,1540,J,32Q,1234567,BOM,5069,6E
,,,,,,,,11:30:00,13:55:00,744,J,32N,1 3 56 ,KNU,6035,6E
,,,,,,,,11:30:00,14:00:00,1624,J,32Q,1234567,DGH,6537,6E
,,,,,,,,11:35:00,19:00:00,303,J,359,7,SIN,509,SQ
,,,,,,,,11:35:00,12:35:00,234,J,AT7,1 3 5  ,SXV,7917,6E
IX,2934,HYD,  3   7,7M8,J,356,10:10:00,11:35:00,,,,,,,,
,,,,,,,,11:35:00,19:00:00,308,J,7M8,23,SIN,509,SQ
,,,,,,,,11:35:00,12:50:00,1302,J,32N,1234567,HYD,6404,6E
,,,,,,,,11:35:00,19:00:00,1212,J,359,1  456 ,SIN,509,SQ
IX,1894,COK,3,738,J,186,10:25:00,11:35:00,,,,,,,,
IX,1894,COK,12 456 ,7M8,J,890,10:25:00,11:35:00,,,,,,,,
IX,1894,COK,7,320,J,180,10:25:00,11:35:00,,,,,,,,
,,,,,,,,11:40:00,13:25:00,504,J,AT7,1234567,SDW,5302,IC
,,,,,,,,11:40:00,14:15:00,1624,J,32Q,1234567,IXZ,6356,6E
,,,,,,,,11:40:00,13:45:00,1624,J,32Q,1234567,BBI,6535,6E
,,,,,,,,11:40:00,12:45:00,186,J,32N,6,COK,6104,6E
,,,,,,,,11:40:00,13:10:00,1116,J,32N,12345 7,PNQ,6104,6E
IX,1546,CCJ,4,738,J,189,10:45:00,11:45:00,,,,,,,,
,,,,,,,,11:45:00,14:25:00,1624,J,32Q,1234567,CCU,236,6E
IX,1491,VNS,1234567,7M8,J,1134,09:10:00,11:45:00,,,,,,,,
,,,,,,,,11:45:00,14:25:00,1302,J,32N,1234567,IXZ,2648,IX
6E,406,RPR,1234567,32Q,J,1624,09:55:00,11:50:00,,,,,,,,
,,,,,,,,11:55:00,18:45:00,348,J,73H,  3  67,KUL,105,MH
6E,142,LKO,3,32N,J,186,09:25:00,11:55:00,,,,,,,,
IX,1503,LKO,3,7M8,J,176,09:10:00,11:55:00,,,,,,,,
IX,1546,CCJ, 2   6 ,738,J,378,10:45:00,11:55:00,,,,,,,,
6E,5092,BOM,1234567,32Q,J,1540,09:50:00,11:55:00,,,,,,,,
IX,2971,MAA,1234567,7M8,J,1232,10:45:00,11:55:00,,,,,,,,
,,,,,,,,11:55:00,14:00:00,1302,J,32N,1234567,JLR,6586,6E
IX,1244,IXR,1234567,7M8,J,1288,09:35:00,12:00:00,,,,,,,,
,,,,,,,,12:00:00,14:40:00,1232,J,7M8,1234567,CCU,1537,IX
,,,,,,,,12:00:00,14:50:00,1540,J,32Q,1234567,DEL,809,6E
6E,6892,MAA,1234567,32N,J,1302,10:55:00,12:00:00,,,,,,,,
S5,702,VDY,1234567,E75,J,532,11:10:00,12:00:00,,,,,,,,
6E,926,AYJ, 2 4 6 ,32A,J,360,09:30:00,12:00:00,,,,,,,,
6E,6033,JDH,1 3 5 7,32A,J,720,09:20:00,12:05:00,,,,,,,,
,,,,,,,,12:05:00,14:05:00,1148,J,32N,1234567,BOM,2630,AI
AI,2863,BOM, 2 4  7,32N,J,492,10:00:00,12:05:00,,,,,,,,
AI,2863,BOM,1 3 56 ,32N,J,656,10:00:00,12:05:00,,,,,,,,
6E,926,AYJ, 2 4 6 ,32A,J,180,09:30:00,12:05:00,,,,,,,,
6E,6864,NAG,1234567,32Q,J,1554,10:25:00,12:10:00,,,,,,,,
6E,412,UDR,1234567,32Q,J,1624,09:50:00,12:15:00,,,,,,,,
6E,703,BBI,1 34567,32N,J,1116,10:05:00,12:15:00,,,,,,,,
6E,6542,GAU,1234567,32Q,J,1624,08:55:00,12:15:00,,,,,,,,
6E,703,BBI,2,32N,J,186,10:05:00,12:15:00,,,,,,,,
AI,2415,DEL,4,32N,J,164,09:30:00,12:25:00,,,,,,,,
6E,826,DEL,1234567,32Q,J,1540,09:30:00,12:25:00,,,,,,,,
AI,2415,DEL,123 567,32N,J,984,09:30:00,12:25:00,,,,,,,,
6E,133,PNQ,6,32N,J,186,10:55:00,12:30:00,,,,,,,,
6E,7738,TIR,1234567,AT7,J,546,11:25:00,12:30:00,,,,,,,,
,,,,,,,,12:30:00,13:50:00,1068,J,7M8,123 567,HYD,2819,IX
,,,,,,,,12:30:00,13:40:00,456,J,E75,1 34567,HYD,151,S5
,,,,,,,,12:30:00,13:50:00,189,J,738,4,HYD,2819,IX
,,,,,,,,12:30:00,15:30:00,164,J,32N,1,DEL,2652,AI
,,,,,,,,12:30:00,15:30:00,564,J,321,234,DEL,2652,AI
,,,,,,,,12:35:00,13:50:00,1624,J,32Q,1234567,GOI,6653,6E
,,,,,,,,12:35:00,15:30:00,186,J,32N,3,DED,6712,6E
6E,6161,IXE,1234567,32N,J,1302,11:30:00,12:35:00,,,,,,,,
SG,188,DEL,6,73H,J,189,09:40:00,12:40:00,,,,,,,,
IX,2098,NAG,1234567,32N,J,1302,10:50:00,12:40:00,,,,,,,,
,,,,,,,,12:40:00,13:50:00,1232,J,7M8,1234567,MAA,2942,IX
,,,,,,,,12:40:00,14:10:00,1260,J,32A,1234567,VTZ,6336,6E
,,,,,,,,12:40:00,15:10:00,1302,J,32N,1234567,AGR,941,6E
IX,1407,HYD,1234567,32N,J,1302,11:15:00,12:45:00,,,,,,,,
,,,,,,,,12:45:00,14:15:00,736,J,7M8,1 3 5 7,PNQ,1971,IX
6E,78,JED,1234567,32N,J,1302,04:10:00,12:45:00,,,,,,,,
,,,,,,,,12:45:00,14:15:00,360,J,320, 2 4   ,PNQ,1971,IX
IX,1496,CCU,1234567,7M8,J,1134,10:10:00,12:50:00,,,,,,,,
VS,346,LHR,7,789,J,258,22:20:00,12:50:00,,,,,,,,
,,,,,,,,12:50:00,14:15:00,696,J,32Q,1  4 6 ,MLE,1127,6E
AI,132,LHR,12345 7,788,J,1554,22:10:00,12:50:00,,,,,,,,
,,,,,,,,12:50:00,14:15:00,928,J,32Q, 23 5 7,MLE,1127,6E
,,,,,,,,12:55:00,14:00:00,930,J,32N,1 345 7,COK,703,6E
,,,,,,,,12:55:00,13:55:00,888,J,32Q,1 3 5 7,MAA,6208,6E
6E,5217,BOM,1234567,32Q,J,1540,11:00:00,12:55:00,,,,,,,,
,,,,,,,,12:55:00,14:00:00,186,J,32N,6,COK,703,6E
VS,346,LHR, 2 456 ,789,J,1032,22:25:00,12:55:00,,,,,,,,
,,,,,,,,12:55:00,13:55:00,666,J,32Q, 2 4 6 ,MAA,6208,6E
,,,,,,,,12:55:00,14:50:00,1624,J,32Q,1234567,STV,465,6E
AI,132,LHR,6,788,J,259,22:20:00,13:00:00,,,,,,,,
,,,,,,,,13:00:00,15:00:00,1134,J,7M8,1234567,STV,2052,IX
6E,386,CCU,1234567,32Q,J,1624,10:15:00,13:00:00,,,,,,,,
,,,,,,,,13:00:00,14:50:00,1320,J,32Q,234567,BOM,5218,6E
6E,7918,SXV,7,AT7,J,78,12:15:00,13:05:00,,,,,,,,
,,,,,,,,13:05:00,14:15:00,704,J,7M8,1 3 5 7,GOI,1386,IX
6E,1168,CMB,1234567,32N,J,1302,11:30:00,13:05:00,,,,,,,,
,,,,,,,,13:05:00,16:00:00,1295,J,7M8,1234567,DEL,1821,QP
,,,,,,,,13:05:00,14:15:00,552,J,7M8, 2 4 6 ,GOI,1386,IX
IX,1503,LKO,12 4567,7M8,J,1056,10:20:00,13:05:00,,,,,,,,
6E,325,LKO,1     7,32N,J,372,10:30:00,13:10:00,,,,,,,,
,,,,,,,,13:10:00,14:10:00,1392,J,32Q,1 34567,CJB,6542,6E
,,,,,,,,13:10:00,14:10:00,232,J,32Q,2,CJB,6542,6E
6E,325,LKO, 2 456 ,32N,J,744,10:30:00,13:10:00,,,,,,,,
6E,325,JAI,3,32N,J,186,10:20:00,13:10:00,,,,,,,,
QP,1422,VNS,1234567,7M8,J,1295,10:35:00,13:15:00,,,,,,,,
,,,,,,,,13:15:00,16:05:00,1540,J,32Q,1234567,DEL,869,6E
6E,196,COK,1 34 67,32N,J,930,12:00:00,13:15:00,,,,,,,,
6E,196,COK, 2  5  ,32N,J,372,12:00:00,13:15:00,,,,,,,,
,,,,,,,,13:15:00,15:20:00,1302,J,32N,1234567,HSR,6507,6E
AI,2485,DEL,1234567,32N,J,1148,10:30:00,13:20:00,,,,,,,,
IX,2749,DEL,1234567,7M8,J,1232,10:25:00,13:20:00,,,,,,,,
6E,7528,IXM,1234567,AT7,J,546,11:55:00,13:30:00,,,,,,,,
,,,,,,,,13:30:00,15:45:00,1295,J,7M8,1234567,BBI,1503,QP
,,,,,,,,13:30:00,16:25:00,1302,J,32N,1234567,IXB,1407,IX
,,,,,,,,13:35:00,14:45:00,1134,J,7M8,1234567,TRZ,2505,IX
6E,6584,GOX,1234567,32Q,J,1624,12:15:00,13:35:00,,,,,,,,
IX,2014,GOX,1 3 5 7,7M8,J,712,12:20:00,13:40:00,,,,,,,,
6E,842,DEL,1234567,32Q,J,1540,10:45:00,13:40:00,,,,,,,,
IX,2014,GOX, 2 4 6 ,7M8,J,528,12:20:00,13:40:00,,,,,,,,
,,,,,,,,13:40:00,16:20:00,696,J,32Q,1    67,CCU,172,6E
,,,,,,,,13:40:00,16:20:00,928,J,32Q,2345,CCU,172,6E
IX,1508,AMD,1234567,32N,J,1302,11:20:00,13:45:00,,,,,,,,
